Date,Team,Acquired,Relinquished,Notes
2013-11-01,Nets,• Andrei Kirilenko,,activated from IL
2013-11-01,Pistons,,• Charlie Villanueva,placed on IL
2013-11-01,Pistons,• Rodney Stuckey,,activated from IL
2013-11-01,Raptors,,• Quincy Acy,placed on IL
2013-11-01,Raptors,,• Steve Novak,placed on IL with back injury
2013-11-01,Raptors,• Aaron Gray,,activated from IL
2013-11-01,Raptors,• Quincy Acy,,activated from IL
2013-11-01,Rockets,,• Patrick Beverley,placed on IL with rib injury
2013-11-01,Spurs,,• Nando De Colo,placed on IL
2013-11-01,Spurs,,• Tim Duncan,placed on IL with bruised chest
2013-11-01,Spurs,• Nando De Colo,,activated from IL
2013-11-01,Spurs,• Tim Duncan,,activated from IL
2013-11-03,Pistons,,• Josh Harrellson,placed on IL
2013-11-03,Pistons,• Brandon Jennings,,activated from IL
2013-11-03,Thunder,,• Ryan Gomes,placed on IL
2013-11-03,Thunder,• Russell Westbrook,,activated from IL
2013-11-03,Timberwolves,,• Ronny Turiaf,placed on IL with fractured right elbow
2013-11-03,Timberwolves,• A.J. Price,,activated from IL
2013-11-04,Cavaliers,,• Matthew Dellavedova,placed on IL
2013-11-04,Cavaliers,• Andrew Bynum,,activated from IL
2013-11-05,Blazers,,• Joel Freeland,placed on IL with strained left hip
2013-11-05,Blazers,• Victor Claver,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-11-05,Heat,• Roger Mason Jr.,,activated from IL
2013-11-05,Kings,,• Hamady Ndiaye / Hamady N'Diaye,placed on IL
2013-11-05,Kings,• Ray McCallum Jr.,,activated from IL
2013-11-05,Lakers,,• Elias Harris,placed on IL (P)
2013-11-05,Lakers,• Ryan Kelly,,activated from IL
2013-11-05,Pistons,,• Peyton Siva,placed on IL
2013-11-05,Pistons,• Josh Harrellson,,activated from IL
2013-11-05,Raptors,,• Dwight Buycks,placed on IL
2013-11-05,Raptors,• Quincy Acy,,activated from IL (P)
2013-11-05,Rockets,• Patrick Beverley,,activated from IL
2013-11-06,Bucks,,• Luke Ridnour,placed on IL with back injury
2013-11-06,Bucks,• Ekpe Udoh,,activated from IL
2013-11-06,Cavaliers,,• Henry Sims,placed on IL
2013-11-06,Cavaliers,• Matthew Dellavedova,,activated from IL
2013-11-06,Raptors,,• Quincy Acy,placed on IL
2013-11-06,Raptors,• Dwight Buycks,,activated from IL
2013-11-06,Spurs,,• Matt Bonner,placed on IL with calf injury
2013-11-06,Spurs,• Nando De Colo,,activated from IL (P)
2013-11-07,Heat,,• Roger Mason Jr.,placed on IL
2013-11-07,Lakers,,• Ryan Kelly,placed on IL
2013-11-07,Lakers,• Elias Harris,,activated from IL
2013-11-08,Blazers,,• Victor Claver,placed on IL
2013-11-08,Blazers,• Joel Freeland,,activated from IL
2013-11-08,Knicks,,• Tyson Chandler,placed on IL with fractured right fibula
2013-11-08,Knicks,• Cole Aldrich,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-11-08,Lakers,,• Elias Harris,placed on IL
2013-11-08,Lakers,• Ryan Kelly,,activated from IL
2013-11-08,Raptors,,• Austin Daye,placed on IL
2013-11-08,Raptors,• Steve Novak,,activated from IL
2013-11-09,Cavaliers,,• Andrew Bynum,placed on IL
2013-11-09,Cavaliers,• Henry Sims,,activated from IL
2013-11-09,Hawks,,• Jared Cunningham,placed on IL
2013-11-09,Hawks,• Gustavo Ayon,,activated from IL
2013-11-09,Heat,,• Udonis Haslem,placed on IL with back spasms
2013-11-09,Heat,• Roger Mason Jr.,,activated from IL
2013-11-09,Nets,,• Andrei Kirilenko,placed on IL with back injury
2013-11-09,Nets,• Tornike Shengelia,,activated from IL
2013-11-09,Raptors,,• Aaron Gray,placed on IL
2013-11-09,Raptors,• Quincy Acy,,activated from IL
2013-11-10,Thunder,,• Nick Collison,placed on IL with bruised left hip
2013-11-10,Thunder,• Ryan Gomes,,activated from IL
2013-11-11,Bobcats,,• James Southerland,placed on IL
2013-11-11,Bobcats,• Al Jefferson,,activated from IL
2013-11-11,Cavaliers,,• Sergey Karasev,placed on IL
2013-11-11,Cavaliers,• Andrew Bynum,,activated from IL
2013-11-11,Nuggets,,• JaVale McGee,placed on IL with stress fracture in left tibia (out for season)
2013-11-11,Pistons,,• Josh Harrellson,placed on IL
2013-11-11,Pistons,• Charlie Villanueva,,activated from IL
2013-11-11,Raptors,,• Steve Novak,placed on IL with back injury
2013-11-11,Raptors,• Aaron Gray,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-11-12,Heat,,• Ray Allen,placed on IL with flu/illness
2013-11-12,Heat,• Udonis Haslem,,activated from IL
2013-11-12,Lakers,,• Steve Nash,placed on IL with sore back
2013-11-12,Lakers,• Elias Harris,,activated from IL
2013-11-12,Warriors,,• Toney Douglas,placed on IL with stress reaction in left tibia
2013-11-13,Blazers,,• Meyers Leonard,placed on IL with flu
2013-11-13,Blazers,• Victor Claver,,activated from IL
2013-11-13,Bobcats,• James Southerland,,activated from IL
2013-11-13,Cavaliers,• Sergey Karasev,,activated from IL
2013-11-13,Kings,,• Ray McCallum Jr.,placed on IL
2013-11-13,Kings,• Hamady Ndiaye / Hamady N'Diaye,,activated from IL
2013-11-13,Nets,,• Tornike Shengelia,placed on IL
2013-11-13,Nets,• Tyshawn Taylor,,activated from IL
2013-11-13,Nuggets,• Danilo Gallinari,,activated from IL
2013-11-13,Nuggets,• Wilson Chandler,,activated from IL
2013-11-13,Raptors,,• Julyan Stone,placed on IL
2013-11-13,Raptors,• Austin Daye,,activated from IL
2013-11-13,Thunder,• Nick Collison,,activated from IL
2013-11-15,Bobcats,,• Al Jefferson,placed on IL with ankle injury
2013-11-15,Bucks,,• Larry Sanders (b. 1988-11-21),placed on IL recovering from surgery on right thumb to repaor torn ligament
2013-11-15,Bucks,• Luke Ridnour,,activated from IL
2013-11-15,Cavaliers,,• Dion Waiters,placed on IL with illness
2013-11-15,Cavaliers,• Carrick Felix,,activated from IL
2013-11-15,Hawks,,• John Jenkins,placed on IL
2013-11-15,Hawks,• Louis Williams / Lou Williams,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-11-15,Pistons,,• Chauncey Billups,placed on IL with tendinitis in knee
2013-11-15,Pistons,• Peyton Siva,,activated from IL
2013-11-15,Raptors,,• Aaron Gray,placed on IL
2013-11-15,Raptors,• Julyan Stone,,activated from IL
2013-11-15,Raptors,• Steve Novak,,activated from IL
2013-11-15,Spurs,,• Nando De Colo,placed on IL
2013-11-15,Spurs,• Matt Bonner,,activated from IL
2013-11-16,Blazers,• Meyers Leonard,,activated from IL
2013-11-16,Cavaliers,,• Carrick Felix,placed on IL with sports hernia
2013-11-16,Hawks,,• Louis Williams / Lou Williams,placed on IL
2013-11-16,Hawks,• John Jenkins,,activated from IL
2013-11-16,Knicks,,• Metta World Peace / Ron Artest,placed on IL with sore left knee
2013-11-16,Knicks,• Chris Smith (c),,activated from IL
2013-11-16,Nets,,• Kevin Garnett,placed on IL with sprained right ankle
2013-11-16,Nets,,• Paul Pierce,placed on IL with groin injury
2013-11-16,Pelicans,,• Greg Stiemsma,placed on IL with sprained MCL in left knee
2013-11-16,Pelicans,• Ryan Anderson,,activated from IL
2013-11-16,Thunder,,• Thabo Sefolosha,placed on IL with flu
2013-11-16,Nets,• Tornike Shengelia,,activated from IL
2013-11-17,Cavaliers,,• Will Bynum,placed on IL with groin injury
2013-11-17,Pistons,• Josh Harrellson,,activated from IL
2013-11-17,Raptors,,• Julyan Stone,placed on IL
2013-11-17,Raptors,• Aaron Gray,,activated from IL
2013-11-18,Mavericks,• Shane Larkin,,activated from IL
2013-11-18,Nets,,• Brook Lopez,placed on IL with sprained left ankle
 Date, Team, Acquired, Relinquished, Notes
2013-11-18,Nets,• Kevin Garnett,,activated from IL
2013-11-18,Nets,• Paul Pierce,,activated from IL
2013-11-18,Thunder,,• Ryan Gomes,placed on IL
2013-11-18,Thunder,• Thabo Sefolosha,,activated from IL
2013-11-18,Warriors,,• Jermaine O'Neal,placed on IL with bruised right knee
2013-11-19,Hawks,,• Paul Millsap,placed on IL with right elbow tendinitis
2013-11-19,Hawks,• Louis Williams / Lou Williams,,activated from IL
2013-11-19,Heat,,• Dwyane Wade,placed on IL with sore left knee
2013-11-19,Heat,• Ray Allen,,activated from IL
2013-11-20,Cavaliers,,• Tyler Zeller,placed on IL with sprained right ankle
2013-11-20,Cavaliers,• Dion Waiters,,activated from IL
2013-11-20,Hawks,,• John Jenkins,placed on IL
2013-11-20,Hawks,• Paul Millsap,,activated from IL
2013-11-20,Jazz,,• Marvin Williams,placed on IL with fractured nose (surgery)
2013-11-20,Jazz,• Jeremy Evans,,activated from IL
2013-11-20,Jazz,• Trey Burke,,activated from IL
2013-11-20,Knicks,• Metta World Peace / Ron Artest,,activated from IL
2013-11-20,Raptors,,• Aaron Gray,placed on IL
2013-11-20,Raptors,• Julyan Stone,,activated from IL
2013-11-20,Warriors,,• Stephen Curry,placed on IL with concussion
2013-11-21,Bulls,,• Jimmy Butler,placed on IL with turf toe
2013-11-22,Blazers,,• Victor Claver,placed on IL
2013-11-22,Blazers,• Meyers Leonard,,activated from IL (P)
2013-11-22,Bobcats,,• James Southerland,placed on IL
2013-11-22,Bobcats,• Al Jefferson,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-11-22,Cavaliers,,• C.J. Miles,placed on IL with right calf injury
2013-11-22,Cavaliers,,• Henry Sims,placed on IL
2013-11-22,Cavaliers,• Carrick Felix,,activated from IL
2013-11-22,Cavaliers,• Tyler Zeller,,activated from IL
2013-11-22,Hawks,,• Louis Williams / Lou Williams,placed on IL
2013-11-22,Hawks,• John Jenkins,,activated from IL
2013-11-22,Jazz,,• Brandon Rush,placed on IL
2013-11-22,Jazz,• Marvin Williams,,activated from IL
2013-11-22,Raptors,,• Quincy Acy,placed on IL with sprained right ankle
2013-11-22,Raptors,• Austin Daye,,activated from IL (P)
2013-11-22,Raptors,• Julyan Stone,,activated from IL (P)
2013-11-23,Hawks,,• Elton Brand,placed on IL
2013-11-23,Hawks,• Louis Williams / Lou Williams,,activated from IL
2013-11-23,Heat,,• Roger Mason Jr.,placed on IL
2013-11-23,Heat,• Dwyane Wade,,activated from IL
2013-11-23,Magic,,• Tobias Harris,placed on IL with sprained left ankle
2013-11-23,Magic,• Glen Davis,,activated from IL
2013-11-23,Spurs,,• Boris Diaw,placed on IL with rib injury
2013-11-23,Spurs,• Nando De Colo,,activated from IL
2013-11-23,Warriors,,• Andre Iguodala,placed on IL with strained left hamstring
2013-11-23,Warriors,• Stephen Curry,,activated from IL
2013-11-24,Bulls,,• Derrick Rose,placed on IL with torn meniscus in right knee (out for season)
2013-11-24,Magic,,• Kyle O'Quinn,placed on IL with sprained right ankle
2013-11-24,Magic,• Tobias Harris,,activated from IL
2013-11-24,Thunder,,• Russell Westbrook,placed on IL with knee injury
 Date, Team, Acquired, Relinquished, Notes
2013-11-24,Thunder,• Ryan Gomes,,activated from IL
2013-11-25,Cavaliers,• Will Bynum,,activated from IL
2013-11-25,Grizzlies,,• Marc Gasol,placed on IL with sprained MCL in left knee
2013-11-25,Heat,,• Mario Chalmers,placed on IL with strained hip flexor
2013-11-25,Jazz,,• Enes Kanter,placed on IL with sprained right ankle
2013-11-25,Pistons,,• Peyton Siva,placed on IL
2013-11-25,Spurs,,• Aron Baynes,placed on IL
2013-11-25,Spurs,• Boris Diaw,,activated from IL
2013-11-26,Magic,,• Tobias Harris,placed on IL with left ankle injury
2013-11-26,Magic,• Kyle O'Quinn,,activated from IL
2013-11-26,Raptors,,• Austin Daye,placed on IL
2013-11-26,Warriors,,• Ognjen Kuzmic / Ognen Kuzmic,placed on IL with fractured right hand
2013-11-26,Warriors,• Jermaine O'Neal,,activated from IL
2013-11-26,Wizards,,• Bradley Beal,placed on IL with stress injury in right fibula
2013-11-26,Wizards,• Chris Singleton,,activated from IL
2013-11-27,Hawks,,• Louis Williams / Lou Williams,placed on IL
2013-11-27,Hawks,• Elton Brand,,activated from IL
2013-11-27,Heat,,• Shane Battier,placed on IL
2013-11-27,Heat,• Mario Chalmers,,activated from IL
2013-11-27,Spurs,,• Nando De Colo,placed on IL
2013-11-27,Spurs,• Aron Baynes,,activated from IL
2013-11-27,Thunder,,• Ryan Gomes,placed on IL
2013-11-27,Thunder,• Russell Westbrook,,activated from IL
2013-11-29,Bobcats,,• Michael Kidd-Gilchrist,placed on IL with foot injury
2013-11-29,Bobcats,• James Southerland,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-11-29,Cavaliers,,• Will Bynum,placed on IL with strained left hip
2013-11-29,Hawks,,• Kyle Korver,placed on IL with bruised ribs
2013-11-29,Hawks,• Louis Williams / Lou Williams,,activated from IL
2013-11-29,Heat,,• Roger Mason Jr.,placed on IL (P)
2013-11-29,Heat,• Shane Battier,,activated from IL
2013-11-29,Jazz,,• Ian Clark,placed on IL
2013-11-29,Jazz,,• Mike Harris,placed on IL
2013-11-29,Jazz,• Andris Biedrins,,activated from IL
2013-11-29,Jazz,• Brandon Rush,,activated from IL
2013-11-29,Jazz,• Enes Kanter,,activated from IL
2013-11-29,Nets,,• Jason Terry,placed on IL with bruised left knee
2013-11-29,Nets,• Brook Lopez,,activated from IL
2013-11-29,Pelicans,,• Jeff Withey,placed on IL
2013-11-29,Pelicans,• Darius Miller,,activated from IL
2013-11-29,Pistons,• Peyton Siva,,activated from IL
2013-11-29,Raptors,,• Aaron Gray,placed on IL (P)
2013-11-29,Raptors,• Quincy Acy,,activated from IL
2013-11-29,Spurs,,• (William) Tony Parker,placed on IL with sprained ankle
2013-11-29,Spurs,• Nando De Colo,,activated from IL
2013-11-30,Cavaliers,,• Carrick Felix,placed on IL
2013-11-30,Cavaliers,,• Earl Clark,placed on IL with illness
2013-11-30,Cavaliers,• C.J. Miles,,activated from IL
2013-11-30,Cavaliers,• Henry Sims,,activated from IL
2013-11-30,Spurs,,• Nando De Colo,placed on IL
2013-11-30,Spurs,• (William) Tony Parker,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-11-30,Suns,,• Alex Len,placed on IL with left ankle injury
2013-12-01,Bobcats,,• James Southerland,placed on IL
2013-12-01,Bobcats,• Michael Kidd-Gilchrist,,activated from IL
2013-12-01,Kings,,• Hamady Ndiaye / Hamady N'Diaye,placed on IL
2013-12-01,Kings,• Ray McCallum Jr.,,activated from IL
2013-12-02,Pelicans,,• Anthony Davis,placed on IL with fractured left hand
2013-12-02,Pelicans,• Jeff Withey,,activated from IL
2013-12-03,Heat,,• Dwyane Wade,placed on IL with illness/flu
2013-12-03,Heat,• Roger Mason Jr.,,activated from IL
2013-12-03,Kings,,• DeMarcus Cousins,placed on IL with ankle injury
2013-12-03,Kings,• Hamady Ndiaye / Hamady N'Diaye,,activated from IL
2013-12-03,Raptors,,• Dwight Buycks,placed on IL
2013-12-03,Raptors,• Aaron Gray,,activated from IL
2013-12-03,Thunder,,• Andre Roberson,placed on IL
2013-12-03,Thunder,• Ryan Gomes,,activated from IL
2013-12-04,Cavaliers,,• Henry Sims,placed on IL
2013-12-04,Cavaliers,• Earl Clark,,activated from IL
2013-12-04,Hawks,• Kyle Korver,,activated from IL
2013-12-04,Jazz,,• Jeremy Evans,placed on IL with flu
2013-12-04,Jazz,,• Marvin Williams,placed on IL with heel injury
2013-12-04,Jazz,• Ian Clark,,activated from IL
2013-12-04,Jazz,• Mike Harris,,activated from IL
2013-12-04,Hawks,,• Dennis Schroder,placed on IL
2013-12-06,Bobcats,,• Michael Kidd-Gilchrist,placed on IL with fractured left hand
2013-12-06,Bobcats,• James Southerland,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-12-06,Jazz,,• Ian Clark,placed on IL
2013-12-06,Jazz,• Jeremy Evans,,activated from IL
2013-12-06,Kings,• DeMarcus Cousins,,activated from IL
2013-12-06,Raptors,,• Aaron Gray,placed on IL
2013-12-06,Raptors,• Austin Daye,,activated from IL
2013-12-06,Wizards,,• Kevin Seraphin,placed on IL with knee injury
2013-12-06,Wizards,• Otto Porter Jr.,,activated from IL
2013-12-06,Hawks,,• John Jenkins,placed on IL
2013-12-06,Kings,,• Hamady Ndiaye / Hamady N'Diaye,placed on IL
2013-12-06,Hawks,• Jared Cunningham,,activated from IL
2013-12-07,Heat,,• Michael Beasley,placed on IL with strained left hamstring
2013-12-07,Heat,• Dwyane Wade,,activated from IL
2013-12-07,Jazz,,• Derrick Favors,placed on IL with sore lower back
2013-12-07,Jazz,• Ian Clark,,activated from IL
2013-12-07,Kings,,• Ray McCallum Jr.,placed on IL
2013-12-07,Spurs,,• Malcolm Thomas (b. 1988-11-08),placed on IL
2013-12-07,Kings,• Hamady Ndiaye / Hamady N'Diaye,,activated from IL
2013-12-08,Heat,,• Dwyane Wade,placed on IL with resting knees
2013-12-08,Heat,• Michael Beasley,,activated from IL
2013-12-08,Lakers,• Kobe Bryant,,activated from IL
2013-12-08,Raptors,,• Tyler Hansbrough,placed on IL with sprained left shoulder
2013-12-08,Raptors,• Dwight Buycks,,activated from IL
2013-12-09,Kings,• Ray McCallum Jr.,,activated from IL
2013-12-09,Warriors,• Toney Douglas,,activated from IL
2013-12-09,Wizards,,• Al Harrington,placed on IL recovering from arthroscopic surgery on right knee
 Date, Team, Acquired, Relinquished, Notes
2013-12-09,Wizards,• Kevin Seraphin,,activated from IL
2013-12-10,Heat,,• Michael Beasley,placed on IL with strained left hamstring
2013-12-10,Heat,• Dwyane Wade,,activated from IL
2013-12-10,Pistons,,• Rodney Stuckey,placed on IL with knee injury
2013-12-10,Pistons,• Chauncey Billups,,activated from IL
2013-12-10,Spurs,,• Tiago Splitter,placed on IL with left calf injury
2013-12-10,Spurs,• Malcolm Thomas (b. 1988-11-08),,activated from IL
2013-12-10,Thunder,,• Thabo Sefolosha,placed on IL with sprained right knee
2013-12-10,Thunder,• Andre Roberson,,activated from IL
2013-12-11,Clippers,,• J.J. Redick,placed on IL with fractured right hand
2013-12-11,Jazz,,• Ian Clark,placed on IL
2013-12-11,Jazz,,• Mike Harris,placed on IL
2013-12-11,Jazz,• Derrick Favors,,activated from IL
2013-12-11,Jazz,• Marvin Williams,,activated from IL
2013-12-11,Pistons,,• Chauncey Billups,placed on IL
2013-12-11,Pistons,• Rodney Stuckey,,activated from IL
2013-12-13,Bulls,• Jimmy Butler,,activated from IL
